language_name,Polski
pokemon_name_Raichu,Raichu
pokemon_name_Sandshrew,Sandshrew
pokemon_name_Sandslash,Sandslash
pokemon_name_Nidoran♀,Nidoran♀
pokemon_name_Nidorina,Nidorina
pokemon_name_Nidoqueen,Nidoqueen
pokemon_name_Nidoran♂,Nidoran♂
pokemon_name_Nidorino,Nidorino
pokemon_name_Nidoking,Nidoking
pokemon_name_Clefairy,Clefairy
pokemon_name_Clefable,Clefable
pokemon_name_Vulpix,Vulpix
pokemon_name_Ninetales,Ninetales
pokemon_name_Jigglypuff,Jigglypuff
pokemon_name_Wigglytuff,Wigglytuff
pokemon_name_Zubat,Zubat
pokemon_name_Golbat,Golbat
pokemon_name_Oddish,Oddish
pokemon_name_Gloom,Gloom
pokemon_name_Vileplume,Vileplume
pokemon_name_Paras,Paras
pokemon_name_Parasect,Parasect
pokemon_name_Venonat,Venonat
pokemon_name_Venomoth,Venomoth
pokemon_name_Diglett,Diglett
pokemon_name_Dugtrio,Dugtrio
pokemon_name_Meowth,Meowth
pokemon_name_Persian,Persian
pokemon_name_Psyduck,Psyduck
pokemon_name_Golduck,Golduck
pokemon_name_Mankey,Mankey
pokemon_name_Primeape,Primeape
pokemon_name_Growlithe,Growlithe
pokemon_name_Arcanine,Arcanine
pokemon_name_Poliwag,Poliwag
pokemon_name_Poliwhirl,Poliwhirl
pokemon_name_Poliwrath,Poliwrath
pokemon_name_Abra,Abra
pokemon_name_Kadabra,Kadabra
pokemon_name_Alakazam,Alakazam
pokemon_name_Machop,Machop
pokemon_name_Machoke,Machoke
pokemon_name_Machamp,Machamp
pokemon_name_Bellsprout,Bellsprout
pokemon_name_Weepinbell,Weepinbell
pokemon_name_Victreebel,Victreebel
pokemon_name_Tentacool,Tentacool
pokemon_name_Tentacruel,Tentacruel
pokemon_name_Geodude,Geodude
pokemon_name_Graveler,Graveler
pokemon_name_Golem,Golem
pokemon_name_Ponyta,Ponyta
pokemon_name_Rapidash,Rapidash
pokemon_name_Slowpoke,Slowpoke
pokemon_name_Slowbro,Slowbro
pokemon_name_Magnemite,Magnemite
pokemon_name_Magneton,Magneton
pokemon_name_Farfetch'd,Farfetch'd
pokemon_name_Doduo,Doduo
pokemon_name_Dodrio,Dodrio
pokemon_name_Seel,Seel
pokemon_name_Dewgong,Dewgong
pokemon_name_Grimer,Grimer
pokemon_name_Muk,Muk
pokemon_name_Shellder,Shellder
pokemon_name_Cloyster,Cloyster
pokemon_name_Gastly,Gastly
pokemon_name_Haunter,Haunter
pokemon_name_Gengar,Gengar
pokemon_name_Onix,Onix
pokemon_name_Drowzee,Drowzee
pokemon_name_Hypno,Hypno
pokemon_name_Krabby,Krabby
pokemon_name_Kingler,Kingler
pokemon_name_Voltorb,Voltorb
pokemon_name_Electrode,Electrode
pokemon_name_Exeggcute,Exeggcute
pokemon_name_Exeggutor,Exeggutor
pokemon_name_Cubone,Cubone
pokemon_name_Marowak,Marowak
pokemon_name_Hitmonlee,Hitmonlee
pokemon_name_Hitmonchan,Hitmonchan
pokemon_name_Lickitung,Lickitung
pokemon_name_Koffing,Koffing
pokemon_name_Weezing,Weezing
pokemon_name_Rhyhorn,Rhyhorn
pokemon_name_Rhydon,Rhydon
pokemon_name_Chansey,Chansey
pokemon_name_Tangela,Tangela
pokemon_name_Kangaskhan,Kangaskhan
pokemon_name_Horsea,Horsea
pokemon_name_Seadra,Seadra
pokemon_name_Goldeen,Goldeen
pokemon_name_Seaking,Seaking
pokemon_name_Staryu,Staryu
pokemon_name_Starmie,Starmie
pokemon_name_Mr. Mime,Mr. Mime
pokemon_name_Scyther,Scyther
pokemon_name_Jynx,Jynx
pokemon_name_Electabuzz,Electabuzz
pokemon_name_Magmar,Magmar
pokemon_name_Pinsir,Pinsir
pokemon_name_Tauros,Tauros
pokemon_name_Magikarp,Magikarp
pokemon_name_Gyarados,Gyarados
pokemon_name_Lapras,Lapras
pokemon_name_Ditto,Ditto
pokemon_name_Eevee,Eevee
pokemon_name_Vaporeon,Vaporeon
pokemon_name_Jolteon,Jolteon
pokemon_name_Flareon,Flareon
pokemon_name_Porygon,Porygon
pokemon_name_Omanyte,Omanyte
pokemon_name_Omastar,Omastar
pokemon_name_Kabuto,Kabuto
pokemon_name_Kabutops,Kabutops
pokemon_name_Aerodactyl,Aerodactyl
pokemon_name_Snorlax,Snorlax
pokemon_name_Articuno,Articuno
pokemon_name_Zapdos,Zapdos
pokemon_name_Moltres,Moltres
pokemon_name_Dratini,Dratini
pokemon_name_Dragonair,Dragonair
pokemon_name_Dragonite,Dragonite
pokemon_name_Mewtwo,Mewtwo
pokemon_name_Mew,Mew
pokemon_name_Chikorita,Chikorita
pokemon_name_Bayleef,Bayleef
pokemon_name_Meganium,Meganium
pokemon_name_Cyndaquil,Cyndaquil
pokemon_name_Quilava,Quilava
pokemon_name_Typhlosion,Typhlosion
pokemon_name_Totodile,Totodile
pokemon_name_Croconaw,Croconaw
pokemon_name_Feraligatr,Feraligatr
pokemon_name_Sentret,Sentret
pokemon_name_Furret,Furret
pokemon_name_Hoothoot,Hoothoot
pokemon_name_Noctowl,Noctowl
pokemon_name_Ledyba,Ledyba
pokemon_name_Ledian,Ledian
pokemon_name_Spinarak,Spinarak
pokemon_name_Ariados,Ariados
pokemon_name_Crobat,Crobat
pokemon_name_Chinchou,Chinchou
pokemon_name_Lanturn,Lanturn
pokemon_name_Pichu,Pichu
pokemon_name_Cleffa,Cleffa
pokemon_name_Igglybuff,Igglybuff
pokemon_name_Togepi,Togepi
pokemon_name_Togetic,Togetic
pokemon_name_Natu,Natu
pokemon_name_Xatu,Xatu
pokemon_name_Mareep,Mareep
pokemon_name_Flaaffy,Flaaffy
pokemon_name_Ampharos,Ampharos
pokemon_name_Bellossom,Bellossom
pokemon_name_Marill,Marill
pokemon_name_Azumarill,Azumarill
pokemon_name_Sudowoodo,Sudowoodo
pokemon_name_Politoed,Politoed
pokemon_name_Hoppip,Hoppip
pokemon_name_Skiploom,Skiploom
pokemon_name_Jumpluff,Jumpluff
pokemon_name_Aipom,Aipom
pokemon_name_Sunkern,Sunkern
pokemon_name_Sunflora,Sunflora
pokemon_name_Yanma,Yanma
pokemon_name_Wooper,Wooper
pokemon_name_Quagsire,Quagsire
pokemon_name_Espeon,Espeon
pokemon_name_Umbreon,Umbreon
pokemon_name_Murkrow,Murkrow
pokemon_name_Slowking,Slowking
pokemon_name_Misdreavus,Misdreavus
pokemon_name_Unown,Unown
pokemon_name_Wobbuffet,Wobbuffet
pokemon_name_Girafarig,Girafarig
pokemon_name_Pineco,Pineco
pokemon_name_Forretress,Forretress
pokemon_name_Dunsparce,Dunsparce
pokemon_name_Gligar,Gligar
pokemon_name_Steelix,Steelix
pokemon_name_Snubbull,Snubbull
pokemon_name_Granbull,Granbull
pokemon_name_Qwilfish,Qwilfish
pokemon_name_Scizor,Scizor
pokemon_name_Shuckle,Shuckle
pokemon_name_Heracross,Heracross
pokemon_name_Sneasel,Sneasel
pokemon_name_Teddiursa,Teddiursa
pokemon_name_Ursaring,Ursaring
pokemon_name_Slugma,Slugma
pokemon_name_Magcargo,Magcargo
pokemon_name_Swinub,Swinub
pokemon_name_Piloswine,Piloswine
pokemon_name_Corsola,Corsola
pokemon_name_Remoraid,Remoraid
pokemon_name_Octillery,Octillery
pokemon_name_Delibird,Delibird
pokemon_name_Mantine,Mantine
pokemon_name_Skarmory,Skarmory
pokemon_name_Houndour,Houndour
pokemon_name_Houndoom,Houndoom
pokemon_name_Kingdra,Kingdra
pokemon_name_Phanpy,Phanpy
pokemon_name_Donphan,Donphan
pokemon_name_Porygon2,Porygon2
pokemon_name_Stantler,Stantler
pokemon_name_Smeargle,Smeargle
pokemon_name_Tyrogue,Tyrogue
pokemon_name_Hitmontop,Hitmontop
pokemon_name_Smoochum,Smoochum
pokemon_name_Elekid,Elekid
pokemon_name_Magby,Magby
pokemon_name_Miltank,Miltank
pokemon_name_Blissey,Blissey
pokemon_name_Raikou,Raikou
pokemon_name_Entei,Entei
pokemon_name_Suicune,Suicune
pokemon_name_Larvitar,Larvitar
pokemon_name_Pupitar,Pupitar
pokemon_name_Tyranitar,Tyranitar
pokemon_name_Lugia,Lugia
pokemon_name_Ho-oh,Ho-oh
pokemon_name_Celebi,Celebi
pokemon_name_Treecko,Treecko
pokemon_name_Grovyle,Grovyle
pokemon_name_Sceptile,Sceptile
pokemon_name_Torchic,Torchic
pokemon_name_Combusken,Combusken
pokemon_name_Blaziken,Blaziken
pokemon_name_Mudkip,Mudkip
pokemon_name_Marshtomp,Marshtomp
pokemon_name_Swampert,Swampert
pokemon_name_Poochyena,Poochyena
pokemon_name_Mightyena,Mightyena
pokemon_name_Zigzagoon,Zigzagoon
pokemon_name_Linoone,Linoone
pokemon_name_Wurmple,Wurmple
pokemon_name_Silcoon,Silcoon
pokemon_name_Beautifly,Beautifly
pokemon_name_Cascoon,Cascoon
pokemon_name_Dustox,Dustox
pokemon_name_Lotad,Lotad
pokemon_name_Lombre,Lombre
pokemon_name_Ludicolo,Ludicolo
pokemon_name_Seedot,Seedot
pokemon_name_Nuzleaf,Nuzleaf
pokemon_name_Shiftry,Shiftry
pokemon_name_Taillow,Taillow
pokemon_name_Swellow,Swellow
pokemon_name_Wingull,Wingull
pokemon_name_Pelipper,Pelipper
pokemon_name_Ralts,Ralts
pokemon_name_Kirlia,Kirlia
pokemon_name_Gardevoir,Gardevoir
pokemon_name_Surskit,Surskit
pokemon_name_Masquerain,Masquerain
pokemon_name_Shroomish,Shroomish
pokemon_name_Breloom,Breloom
pokemon_name_Slakoth,Slakoth
pokemon_name_Vigoroth,Vigoroth
pokemon_name_Slaking,Slaking
pokemon_name_Nincada,Nincada
pokemon_name_Ninjask,Ninjask
pokemon_name_Shedinja,Shedinja
pokemon_name_Whismur,Whismur
pokemon_name_Loudred,Loudred
pokemon_name_Exploud,Exploud
pokemon_name_Makuhita,Makuhita
pokemon_name_Hariyama,Hariyama
pokemon_name_Azurill,Azurill
pokemon_name_Nosepass,Nosepass
pokemon_name_Skitty,Skitty
pokemon_name_Delcatty,Delcatty
pokemon_name_Sableye,Sableye
pokemon_name_Mawile,Mawile
pokemon_name_Aron,Aron
pokemon_name_Lairon,Lairon
pokemon_name_Aggron,Aggron
pokemon_name_Meditite,Meditite
pokemon_name_Medicham,Medicham
pokemon_name_Electrike,Electrike
pokemon_name_Manectric,Manectric
pokemon_name_Plusle,Plusle
pokemon_name_Minun,Minun
pokemon_name_Volbeat,Volbeat
pokemon_name_Illumise,Illumise
pokemon_name_Roselia,Roselia
pokemon_name_Gulpin,Gulpin
pokemon_name_Swalot,Swalot
pokemon_name_Carvanha,Carvanha
pokemon_name_Sharpedo,Sharpedo
pokemon_name_Wailmer,Wailmer
pokemon_name_Wailord,Wailord
pokemon_name_Numel,Numel
pokemon_name_Camerupt,Camerupt
pokemon_name_Torkoal,Torkoal
pokemon_name_Spoink,Spoink
pokemon_name_Grumpig,Grumpig
pokemon_name_Spinda,Spinda
pokemon_name_Trapinch,Trapinch
pokemon_name_Vibrava,Vibrava
pokemon_name_Flygon,Flygon
pokemon_name_Cacnea,Cacnea
pokemon_name_Cacturne,Cacturne
pokemon_name_Swablu,Swablu
pokemon_name_Altaria,Altaria
pokemon_name_Zangoose,Zangoose
pokemon_name_Seviper,Seviper
pokemon_name_Lunatone,Lunatone
pokemon_name_Solrock,Solrock
pokemon_name_Barboach,Barboach
pokemon_name_Whiscash,Whiscash
pokemon_name_Corphish,Corphish
pokemon_name_Crawdaunt,Crawdaunt
pokemon_name_Baltoy,Baltoy
pokemon_name_Claydol,Claydol
pokemon_name_Lileep,Lileep
pokemon_name_Cradily,Cradily
pokemon_name_Anorith,Anorith
pokemon_name_Armaldo,Armaldo
pokemon_name_Feebas,Feebas
pokemon_name_Milotic,Milotic
pokemon_name_Castform,Castform
pokemon_name_Kecleon,Kecleon
pokemon_name_Shuppet,Shuppet
pokemon_name_Banette,Banette
pokemon_name_Duskull,Duskull
pokemon_name_Dusclops,Dusclops
pokemon_name_Tropius,Tropius
pokemon_name_Chimecho,Chimecho
pokemon_name_Absol,Absol
pokemon_name_Wynaut,Wynaut
pokemon_name_Snorunt,Snorunt
pokemon_name_Glalie,Glalie
pokemon_name_Spheal,Spheal
pokemon_name_Sealeo,Sealeo
pokemon_name_Walrein,Walrein
pokemon_name_Clamperl,Clamperl
pokemon_name_Huntail,Huntail
pokemon_name_Gorebyss,Gorebyss
pokemon_name_Relicanth,Relicanth
pokemon_name_Luvdisc,Luvdisc
pokemon_name_Bagon,Bagon
pokemon_name_Shelgon,Shelgon
pokemon_name_Salamence,Salamence
pokemon_name_Beldum,Beldum
pokemon_name_Metang,Metang
pokemon_name_Metagross,Metagross
pokemon_name_Regirock,Regirock
pokemon_name_Regice,Regice
pokemon_name_Registeel,Registeel
pokemon_name_Latias,Latias
pokemon_name_Latios,Latios
pokemon_name_Kyogre,Kyogre
pokemon_name_Groudon,Groudon
pokemon_name_Rayquaza,Rayquaza
pokemon_name_Jirachi,Jirachi
pokemon_name_Deoxys,Deoxys
pokemon_name_Turtwig,Turtwig
pokemon_name_Grotle,Grotle
pokemon_name_Torterra,Torterra
pokemon_name_Chimchar,Chimchar
pokemon_name_Monferno,Monferno
pokemon_name_Infernape,Infernape
pokemon_name_Piplup,Piplup
pokemon_name_Prinplup,Prinplup
pokemon_name_Empoleon,Empoleon
pokemon_name_Starly,Starly
pokemon_name_Staravia,Staravia
pokemon_name_Staraptor,Staraptor
pokemon_name_Bidoof,Bidoof
pokemon_name_Bibarel,Bibarel
pokemon_name_Kricketot,Kricketot
pokemon_name_Kricketune,Kricketune
pokemon_name_Shinx,Shinx
pokemon_name_Luxio,Luxio
pokemon_name_Luxray,Luxray
pokemon_name_Budew,Budew
pokemon_name_Roserade,Roserade
pokemon_name_Cranidos,Cranidos
pokemon_name_Rampardos,Rampardos
pokemon_name_Shieldon,Shieldon
pokemon_name_Bastiodon,Bastiodon
pokemon_name_Burmy,Burmy
pokemon_name_Wormadam,Wormadam
pokemon_name_Mothim,Mothim
pokemon_name_Combee,Combee
pokemon_name_Vespiquen,Vespiquen
pokemon_name_Pachirisu,Pachirisu
pokemon_name_Buizel,Buizel
pokemon_name_Floatzel,Floatzel
pokemon_name_Cherubi,Cherubi
pokemon_name_Cherrim,Cherrim
pokemon_name_Shellos,Shellos
pokemon_name_Gastrodon,Gastrodon
pokemon_name_Ambipom,Ambipom
pokemon_name_Drifloon,Drifloon
pokemon_name_Drifblim,Drifblim
pokemon_name_Buneary,Buneary
pokemon_name_Lopunny,Lopunny
pokemon_name_Mismagius,Mismagius
pokemon_name_Honchkrow,Honchkrow
pokemon_name_Glameow,Glameow
pokemon_name_Purugly,Purugly
pokemon_name_Chingling,Chingling
pokemon_name_Stunky,Stunky
pokemon_name_Skuntank,Skuntank
pokemon_name_Bronzor,Bronzor
pokemon_name_Bronzong,Bronzong
pokemon_name_Bonsly,Bonsly
pokemon_name_Mime Jr.,Mime Jr.
pokemon_name_Happiny,Happiny
pokemon_name_Chatot,Chatot
pokemon_name_Spiritomb,Spiritomb
pokemon_name_Gible,Gible
pokemon_name_Gabite,Gabite
pokemon_name_Garchomp,Garchomp
pokemon_name_Munchlax,Munchlax
pokemon_name_Riolu,Riolu
pokemon_name_Lucario,Lucario
pokemon_name_Hippopotas,Hippopotas
pokemon_name_Hippowdon,Hippowdon
pokemon_name_Skorupi,Skorupi
pokemon_name_Drapion,Drapion
pokemon_name_Croagunk,Croagunk
pokemon_name_Toxicroak,Toxicroak
pokemon_name_Carnivine,Carnivine
pokemon_name_Finneon,Finneon
pokemon_name_Lumineon,Lumineon
pokemon_name_Mantyke,Mantyke
pokemon_name_Snover,Snover
pokemon_name_Abomasnow,Abomasnow
pokemon_name_Weavile,Weavile
pokemon_name_Magnezone,Magnezone
pokemon_name_Lickilicky,Lickilicky
pokemon_name_Rhyperior,Rhyperior
pokemon_name_Tangrowth,Tangrowth
pokemon_name_Electivire,Electivire
pokemon_name_Magmortar,Magmortar
pokemon_name_Togekiss,Togekiss
pokemon_name_Yanmega,Yanmega
pokemon_name_Leafeon,Leafeon
pokemon_name_Glaceon,Glaceon
pokemon_name_Gliscor,Gliscor
pokemon_name_Mamoswine,Mamoswine
pokemon_name_Porygon-Z,Porygon-Z
pokemon_name_Gallade,Gallade
pokemon_name_Probopass,Probopass
pokemon_name_Dusknoir,Dusknoir
pokemon_name_Froslass,Froslass
pokemon_name_Rotom,Rotom
pokemon_name_Uxie,Uxie
pokemon_name_Mesprit,Mesprit
pokemon_name_Azelf,Azelf
pokemon_name_Dialga,Dialga
pokemon_name_Palkia,Palkia
pokemon_name_Heatran,Heatran
pokemon_name_Regigigas,Regigigas
pokemon_name_Giratina,Giratina
pokemon_name_Cresselia,Cresselia
pokemon_name_Phione,Phione
pokemon_name_Manaphy,Manaphy
pokemon_name_Darkrai,Darkrai
pokemon_name_Shaymin,Shaymin
pokemon_name_Arceus,Arceus
pokemon_name_Victini,Victini
pokemon_name_Snivy,Snivy
pokemon_name_Servine,Servine
pokemon_name_Serperior,Serperior
pokemon_name_Tepig,Tepig
pokemon_name_Pignite,Pignite
pokemon_name_Emboar,Emboar
pokemon_name_Oshawott,Oshawott
pokemon_name_Dewott,Dewott
pokemon_name_Samurott,Samurott
pokemon_name_Patrat,Patrat
pokemon_name_Watchog,Watchog
pokemon_name_Lillipup,Lillipup
pokemon_name_Herdier,Herdier
pokemon_name_Stoutland,Stoutland
pokemon_name_Purrloin,Purrloin
pokemon_name_Liepard,Liepard
pokemon_name_Pansage,Pansage
pokemon_name_Simisage,Simisage
pokemon_name_Pansear,Pansear
pokemon_name_Simisear,Simisear
pokemon_name_Panpour,Panpour
pokemon_name_Simipour,Simipour
pokemon_name_Munna,Munna
pokemon_name_Musharna,Musharna
pokemon_name_Pidove,Pidove
pokemon_name_Tranquill,Tranquill
pokemon_name_Unfezant,Unfezant
pokemon_name_Blitzle,Blitzle
pokemon_name_Zebstrika,Zebstrika
pokemon_name_Roggenrola,Roggenrola
pokemon_name_Boldore,Boldore
pokemon_name_Gigalith,Gigalith
pokemon_name_Woobat,Woobat
pokemon_name_Swoobat,Swoobat
pokemon_name_Drilbur,Drilbur
pokemon_name_Excadrill,Excadrill
pokemon_name_Audino,Audino
pokemon_name_Timburr,Timburr
pokemon_name_Gurdurr,Gurdurr
pokemon_name_Conkeldurr,Conkeldurr
pokemon_name_Tympole,Tympole
pokemon_name_Palpitoad,Palpitoad
pokemon_name_Seismitoad,Seismitoad
pokemon_name_Throh,Throh
pokemon_name_Sawk,Sawk
pokemon_name_Sewaddle,Sewaddle
pokemon_name_Swadloon,Swadloon
pokemon_name_Leavanny,Leavanny
pokemon_name_Venipede,Venipede
pokemon_name_Whirlipede,Whirlipede
pokemon_name_Scolipede,Scolipede
pokemon_name_Cottonee,Cottonee
pokemon_name_Whimsicott,Whimsicott
pokemon_name_Petilil,Petilil
pokemon_name_Lilligant,Lilligant
pokemon_name_Basculin,Basculin
pokemon_name_Sandile,Sandile
pokemon_name_Krokorok,Krokorok
pokemon_name_Krookodile,Krookodile
pokemon_name_Darumaka,Darumaka
pokemon_name_Darmanitan,Darmanitan
pokemon_name_Maractus,Maractus
pokemon_name_Dwebble,Dwebble
pokemon_name_Crustle,Crustle
pokemon_name_Scraggy,Scraggy
pokemon_name_Scrafty,Scrafty
pokemon_name_Sigilyph,Sigilyph
pokemon_name_Yamask,Yamask
pokemon_name_Cofagrigus,Cofagrigus
pokemon_name_Tirtouga,Tirtouga
pokemon_name_Carracosta,Carracosta
pokemon_name_Archen,Archen
pokemon_name_Archeops,Archeops
pokemon_name_Trubbish,Trubbish
pokemon_name_Garbodor,Garbodor
pokemon_name_Zorua,Zorua
pokemon_name_Zoroark,Zoroark
pokemon_name_Minccino,Minccino
pokemon_name_Cinccino,Cinccino
pokemon_name_Gothita,Gothita
pokemon_name_Gothorita,Gothorita
pokemon_name_Gothitelle,Gothitelle
pokemon_name_Solosis,Solosis
pokemon_name_Duosion,Duosion
pokemon_name_Reuniclus,Reuniclus
pokemon_name_Ducklett,Ducklett
pokemon_name_Swanna,Swanna
pokemon_name_Vanillite,Vanillite
pokemon_name_Vanillish,Vanillish
