language_name,English
VoltorbFlip_Tutorial_HowToPlay_Image1,If you flip the cards in this order, you'll collect: 3 x 1 x 2 x 1 x 3...~A total of 18 Coins! And then...
VoltorbFlip_Tutorial_HowToPlay_Image2,If you select "Quit", you'll keep those 18 Coins.
VoltorbFlip_Tutorial_HowToPlay_Image3,But if you find Voltorb, you'll lose all your Coins!
VoltorbFlip_Tutorial_Hint_Image,By looking at the numbers on the sides of the cards, you can see the hidden number and Voltorb totals.
VoltorbFlip_Tutorial_AboutMemos_Image,Select "Open Memo" to open the Memo Window. Select the cards and press [<system.button(enter1)>] to add and [<system.button(back1)>] to remove marks.
----
PokedexScreen
pokedex_seen,Seen:
pokedex_obtained,Obtained:
pokedex_available,Available:
pokedex_select,Select a Pokédex
pokedex_habitat_dex_name,Habitat-Dex
pokedex_habitat_select,Select a Habitat
pokedex_order,Order
pokedex_order_type,Type
pokedex_order_numeric,Numeric
pokedex_order_alphabetically,A-Z
pokedex_order_height,Height
pokedex_order_weight,Weight
pokedex_order_reverse,Reverse
pokedex_filter,Filter
pokedex_filter_none,None
pokedex_filter_name,Name
pokedex_filter_type1,Type 1
pokedex_filter_type2,Type 2
pokedex_search_hint,Press [<system.button(special)>] or Select to search.
pokedex_search_no_results,No search results.
pokedex_data_species,SPECIES
pokedex_data_type,TYPE
pokedex_data_height,HEIGHT
pokedex_data_weight,WEIGHT
pokedex_data_form_switch_hint,Press [Shift] to switch forms
pokedex_data_page_details,Details
pokedex_data_page_habitat,Habitat
pokedex_data_page_evolution,Evolution
pokedex_habitat_area_unknown,Area Unknown.
pokedex_evolution_no_evolutions,doesn't evolve.
----
Receiving and Handing Over Items:
item_received_single,Received the~
item_received_multiple,Received
item_found,<Player.Name> found~
item_stored_in_pocket_single_start,<Player.Name> stored it in the~
item_stored_in_pocket_single_end,pocket.
item_stored_in_pocket_multiple_start,<Player.Name> stored them~in the
item_stored_in_pocket_multiple_end,pocket.
item_handed_over_single,<Player.Name> handed over the~
item_handed_over_multiple,<Player.Name> handed over the~

Berries:
berry_picked_single_start,<Player.Name> picked the~
berry_picked_single_end,Berry.
berry_picked_multiple_start,<Player.Name> picked the~
berry_picked_multiple_end,Berries.
----
Battle:
battle_trainer_about_to_send_out_1,is about to send out
battle_trainer_about_to_send_out_2,! Do you want to switch your Pokémon?
battle_choose_pokemon,Choose Pokémon
battle_switch_already_in_battle,is already~in battle!
battle_switch_fainted,is fainted!
battle_switch_egg,Cannot switch in~the egg!
battle_cannot_switch,Cannot switch out.
battle_cannot_run,Failed to run away.
battle_cannot_run_ability,Failed to run away because of~
battle_MoveDisabled,Disabled!
battle_NoMoreRoomInPC,There's no more room for~Pokémon in the PC!
battle_NoSafariBalls,No Safari Balls.
battle_NoSportBalls,No Sport Balls.
battle_ThrowMud,Throw Mud
battle_ThrowBait,Throw Bait
battle_Run,Run
battle_Battle,Battle
battle_Bag,Bag
battle_Surrender,Surrender
battle_action_MegaEvolve,Mega Evolve!
---
Badges:
badge_1,Marine
badge_2,Hail
badge_3,Sprout
badge_4,Sparky
badge_5,Fist
badge_6,Psi
badge_7,Equity
badge_8,Star
badge_9,Rematch
badge_10,Rematch
badge_11,Rematch
badge_12,Rematch
badge_13,Rematch
badge_14,Rematch
badge_15,Rematch
badge_16,Rematch
---
Regions:
Johto,Johto
Rijon,Rijon
---
Places:

Places_???,???

Towns and Cities:
Places_Seashore City,Seashore City
Places_Gravel Town,Gravel Town
Places_Merson City,Merson City
Places_Hayward City,Hayward City
Places_Owsauri City,Owsauri City
Places_Moraga Town,Moraga Town
Places_Jaeru City,Jaeru City
Places_Botan City,Botan City
Places_Castro Valley,Castro Valley
Places_Eagulou City,Eagulou City
Places_Azalea Town,Azalea Town

Special Places:
Places_Pokémon Center,Pokémon Center
Places_Pokémon Mart,Pokémon Mart
Places_Tim's Lab,Tim's Lab
Places_Pokémon Fan Club,Pokémon Fan Club
Places_Rainbow Tower,Rainbow Tower
Places_30 Years Cave,30 Years Cave
Places_Southland Mall,Southland Mall
Places_Daycare,Daycare
Places_Prism Museum,Prism Museum
Places_Nation's Burgers,Nation's Burgers
Places_Orion Academy,Orion Academy
Places_Owsauri Casino,Owsauri Casino
Places_City Underpass,City Underpass
Places_Dock Underpass,Dock Underpass
Places_Power Plant,Power Plant
Places_Castro Manor,Castro Manor
Places_Merson Cave Entrance,Merson Cave Entrance
Places_Merson Cave,Merson Cave
Places_Mt. Boulder,Mt. Boulder
Places_Silk Tunnel,Silk Tunnel
Places_Silph Co. Warehouse,Silph Co. Warehouse
Places_Botan Cave,Botan Cave
Places_Haunted Forest,Haunted Forest
Places_International Tunnel,International Tunnel
Places_Castro Forest,Castro Forest
Places_Eagulou Park,Eagulou Park
Places_Secret Cave,Secret Cave
Places_Seneca Caverns,Seneca Caverns
Places_Rijon League,Rijon League
Places_Madame Renifler,Madame Renifler
Places_Ilex Forest,Ilex Forest
Places_Slowpoke Well,Slowpoke Well
Places_Bunker,Bunker
Places_Gate,Gate
Places_Final Dungeon,Final Dungeon

Gyms:
Places_Seashore City Gym,Seashore City Gym
Places_Merson City Gym,Merson City Gym
Places_Owsauri City Gym,Owsauri City Gym
Places_Moraga Town Gym,Moraga Town Gym
Places_Jaeru City Gym,Jaeru City Gym
Places_Castro Valley Gym,Castro Valley Gym
Places_South Reservoir Gym,South Reservoir Gym
Places_Eagulou City Gym,Eagulou City Gym
Places_Azalea Town Gym,Azalea Town Gym

Routes:
Places_Route 34,Route 34
Places_Old Route 47,Old Route 47
Places_Old Route 48,Old Route 48
Places_Route 49,Route 49
Places_Route 50,Route 50
Places_Route 51,Route 51
Places_Route 52,Route 52
Places_Route 53,Route 53
Places_Route 54,Route 54
Places_Route 55,Route 55
Places_Route 56,Route 56
Places_Route 57,Route 57
Places_Route 58,Route 58
Places_Route 59,Route 59
Places_Route 60,Route 60
Places_Route 61,Route 61
Places_Route 62,Route 62
Places_Route 63,Route 63
Places_Route 64,Route 64
Places_Route 65,Route 65
Places_Route 66,Route 66
Places_Route 67,Route 67

---
Item categories:
item_category_Standard,Standard
item_category_Medicine,Medicine
item_category_Machines,TMs/HMs
item_category_Pokéballs,Poké Balls
item_category_Plants,Plants
item_category_KeyItems,Key Items
item_category_BattleItems,Battle Items
item_category_Mail,Mail
---
GameMessages:
game_message_screenshot,Screenshot saved as
game_message_screenshot_failed,Cannot create screenshot
game_message_fullscreen_on,Fullscreen on
game_message_fullscreen_off,Fullscreen off
game_message_third_person_on,Third person mode on
game_message_third_person_off,Third person mode off
game_message_free_camera_on,Free camera mode on
game_message_free_camera_off,Free camera mode off
game_message_sandbox_mode_on,Sandbox mode on
game_message_sandbox_mode_off,Sandbox mode off
game_message_audio_on,Audio on
game_message_audio_off,Audio off
game_message_continue_autosave,Continued save state:
game_message_debug_texture_list_clear,Texture list was cleared
---
Pokemon:
pokemon_name_Bulbasaur,Bulbasaur
pokemon_name_Ivysaur,Ivysaur
pokemon_name_Venusaur,Venusaur
pokemon_name_Charmander,Charmander
pokemon_name_Charmeleon,Charmeleon
pokemon_name_Charizard,Charizard
pokemon_name_Squirtle,Squirtle
pokemon_name_Wartortle,Wartortle
pokemon_name_Blastoise,Blastoise
pokemon_name_Caterpie,Caterpie
pokemon_name_Metapod,Metapod
pokemon_name_Butterfree,Butterfree
pokemon_name_Weedle,Weedle
pokemon_name_Kakuna,Kakuna
pokemon_name_Beedrill,Beedrill
pokemon_name_Pidgey,Pidgey
pokemon_name_Pidgeotto,Pidgeotto
pokemon_name_Pidgeot,Pidgeot
pokemon_name_Rattata,Rattata
pokemon_name_Raticate,Raticate
pokemon_name_Spearow,Spearow
pokemon_name_Fearow,Fearow
pokemon_name_Ekans,Ekans
pokemon_name_Arbok,Arbok
pokemon_name_Pikachu,Pikachu
pokemon_name_Raichu,Raichu
pokemon_name_Sandshrew,Sandshrew
pokemon_name_Sandslash,Sandslash
pokemon_name_Nidoran♀,Nidoran♀
pokemon_name_Nidorina,Nidorina
pokemon_name_Nidoqueen,Nidoqueen
pokemon_name_Nidoran♂,Nidoran♂
pokemon_name_Nidorino,Nidorino
pokemon_name_Nidoking,Nidoking
pokemon_name_Clefairy,Clefairy
pokemon_name_Clefable,Clefable
pokemon_name_Vulpix,Vulpix
pokemon_name_Ninetales,Ninetales
pokemon_name_Jigglypuff,Jigglypuff
pokemon_name_Wigglytuff,Wigglytuff
pokemon_name_Zubat,Zubat
pokemon_name_Golbat,Golbat
pokemon_name_Oddish,Oddish
pokemon_name_Gloom,Gloom
pokemon_name_Vileplume,Vileplume
pokemon_name_Paras,Paras
pokemon_name_Parasect,Parasect
pokemon_name_Venonat,Venonat
pokemon_name_Venomoth,Venomoth
pokemon_name_Diglett,Diglett
pokemon_name_Dugtrio,Dugtrio
pokemon_name_Meowth,Meowth
pokemon_name_Persian,Persian
pokemon_name_Psyduck,Psyduck
pokemon_name_Golduck,Golduck
pokemon_name_Mankey,Mankey
pokemon_name_Primeape,Primeape
pokemon_name_Growlithe,Growlithe
pokemon_name_Arcanine,Arcanine
pokemon_name_Poliwag,Poliwag
pokemon_name_Poliwhirl,Poliwhirl
pokemon_name_Poliwrath,Poliwrath
pokemon_name_Abra,Abra
pokemon_name_Kadabra,Kadabra
pokemon_name_Alakazam,Alakazam
pokemon_name_Machop,Machop
pokemon_name_Machoke,Machoke
pokemon_name_Machamp,Machamp
pokemon_name_Bellsprout,Bellsprout
pokemon_name_Weepinbell,Weepinbell
pokemon_name_Victreebel,Victreebel
pokemon_name_Tentacool,Tentacool
pokemon_name_Tentacruel,Tentacruel
pokemon_name_Geodude,Geodude
pokemon_name_Graveler,Graveler
pokemon_name_Golem,Golem
pokemon_name_Ponyta,Ponyta
pokemon_name_Rapidash,Rapidash
pokemon_name_Slowpoke,Slowpoke
pokemon_name_Slowbro,Slowbro
pokemon_name_Magnemite,Magnemite
pokemon_name_Magneton,Magneton
pokemon_name_Farfetch'd,Farfetch'd
pokemon_name_Doduo,Doduo
pokemon_name_Dodrio,Dodrio
pokemon_name_Seel,Seel
pokemon_name_Dewgong,Dewgong
pokemon_name_Grimer,Grimer
pokemon_name_Muk,Muk
pokemon_name_Shellder,Shellder
pokemon_name_Cloyster,Cloyster
pokemon_name_Gastly,Gastly
pokemon_name_Haunter,Haunter
pokemon_name_Gengar,Gengar
pokemon_name_Onix,Onix
pokemon_name_Drowzee,Drowzee
pokemon_name_Hypno,Hypno
pokemon_name_Krabby,Krabby
pokemon_name_Kingler,Kingler
pokemon_name_Voltorb,Voltorb
pokemon_name_Electrode,Electrode
pokemon_name_Exeggcute,Exeggcute
pokemon_name_Exeggutor,Exeggutor
pokemon_name_Cubone,Cubone
pokemon_name_Marowak,Marowak
pokemon_name_Hitmonlee,Hitmonlee
pokemon_name_Hitmonchan,Hitmonchan
pokemon_name_Lickitung,Lickitung
pokemon_name_Koffing,Koffing
pokemon_name_Weezing,Weezing
pokemon_name_Rhyhorn,Rhyhorn
pokemon_name_Rhydon,Rhydon
pokemon_name_Chansey,Chansey
pokemon_name_Tangela,Tangela
pokemon_name_Kangaskhan,Kangaskhan
pokemon_name_Horsea,Horsea
pokemon_name_Seadra,Seadra
pokemon_name_Goldeen,Goldeen
pokemon_name_Seaking,Seaking
pokemon_name_Staryu,Staryu
pokemon_name_Starmie,Starmie
pokemon_name_Mr. Mime,Mr. Mime
pokemon_name_Scyther,Scyther
pokemon_name_Jynx,Jynx
pokemon_name_Electabuzz,Electabuzz
pokemon_name_Magmar,Magmar
pokemon_name_Pinsir,Pinsir
pokemon_name_Tauros,Tauros
pokemon_name_Magikarp,Magikarp
pokemon_name_Gyarados,Gyarados
pokemon_name_Lapras,Lapras
pokemon_name_Ditto,Ditto
pokemon_name_Eevee,Eevee
pokemon_name_Vaporeon,Vaporeon
pokemon_name_Jolteon,Jolteon
pokemon_name_Flareon,Flareon
pokemon_name_Porygon,Porygon
pokemon_name_Omanyte,Omanyte
pokemon_name_Omastar,Omastar
pokemon_name_Kabuto,Kabuto
pokemon_name_Kabutops,Kabutops
pokemon_name_Aerodactyl,Aerodactyl
pokemon_name_Snorlax,Snorlax
pokemon_name_Articuno,Articuno
pokemon_name_Zapdos,Zapdos
pokemon_name_Moltres,Moltres
pokemon_name_Dratini,Dratini
pokemon_name_Dragonair,Dragonair
pokemon_name_Dragonite,Dragonite
pokemon_name_Mewtwo,Mewtwo
pokemon_name_Mew,Mew
pokemon_name_Chikorita,Chikorita
pokemon_name_Bayleef,Bayleef
pokemon_name_Meganium,Meganium
pokemon_name_Cyndaquil,Cyndaquil
pokemon_name_Quilava,Quilava
pokemon_name_Typhlosion,Typhlosion
pokemon_name_Totodile,Totodile
pokemon_name_Croconaw,Croconaw
pokemon_name_Feraligatr,Feraligatr
pokemon_name_Sentret,Sentret
pokemon_name_Furret,Furret
pokemon_name_Hoothoot,Hoothoot
pokemon_name_Noctowl,Noctowl
pokemon_name_Ledyba,Ledyba
pokemon_name_Ledian,Ledian
pokemon_name_Spinarak,Spinarak
pokemon_name_Ariados,Ariados
pokemon_name_Crobat,Crobat
pokemon_name_Chinchou,Chinchou
pokemon_name_Lanturn,Lanturn
pokemon_name_Pichu,Pichu
pokemon_name_Cleffa,Cleffa
pokemon_name_Igglybuff,Igglybuff
pokemon_name_Togepi,Togepi
pokemon_name_Togetic,Togetic
pokemon_name_Natu,Natu
pokemon_name_Xatu,Xatu
pokemon_name_Mareep,Mareep
pokemon_name_Flaaffy,Flaaffy
pokemon_name_Ampharos,Ampharos
pokemon_name_Bellossom,Bellossom
pokemon_name_Marill,Marill
pokemon_name_Azumarill,Azumarill
pokemon_name_Sudowoodo,Sudowoodo
pokemon_name_Politoed,Politoed
pokemon_name_Hoppip,Hoppip
pokemon_name_Skiploom,Skiploom
pokemon_name_Jumpluff,Jumpluff
pokemon_name_Aipom,Aipom
pokemon_name_Sunkern,Sunkern
pokemon_name_Sunflora,Sunflora
pokemon_name_Yanma,Yanma
pokemon_name_Wooper,Wooper
pokemon_name_Quagsire,Quagsire
pokemon_name_Espeon,Espeon
pokemon_name_Umbreon,Umbreon
pokemon_name_Murkrow,Murkrow
pokemon_name_Slowking,Slowking
pokemon_name_Misdreavus,Misdreavus
pokemon_name_Unown,Unown
pokemon_name_Wobbuffet,Wobbuffet
pokemon_name_Girafarig,Girafarig
pokemon_name_Pineco,Pineco
pokemon_name_Forretress,Forretress
pokemon_name_Dunsparce,Dunsparce
pokemon_name_Gligar,Gligar
pokemon_name_Steelix,Steelix
pokemon_name_Snubbull,Snubbull
pokemon_name_Granbull,Granbull
pokemon_name_Qwilfish,Qwilfish
pokemon_name_Scizor,Scizor
pokemon_name_Shuckle,Shuckle
pokemon_name_Heracross,Heracross
pokemon_name_Sneasel,Sneasel
pokemon_name_Teddiursa,Teddiursa
pokemon_name_Ursaring,Ursaring
pokemon_name_Slugma,Slugma
pokemon_name_Magcargo,Magcargo
pokemon_name_Swinub,Swinub
pokemon_name_Piloswine,Piloswine
pokemon_name_Corsola,Corsola
pokemon_name_Remoraid,Remoraid
pokemon_name_Octillery,Octillery
pokemon_name_Delibird,Delibird
pokemon_name_Mantine,Mantine
pokemon_name_Skarmory,Skarmory
pokemon_name_Houndour,Houndour
pokemon_name_Houndoom,Houndoom
pokemon_name_Kingdra,Kingdra
pokemon_name_Phanpy,Phanpy
pokemon_name_Donphan,Donphan
pokemon_name_Porygon2,Porygon2
pokemon_name_Stantler,Stantler
pokemon_name_Smeargle,Smeargle
pokemon_name_Tyrogue,Tyrogue
pokemon_name_Hitmontop,Hitmontop
pokemon_name_Smoochum,Smoochum
pokemon_name_Elekid,Elekid
pokemon_name_Magby,Magby
pokemon_name_Miltank,Miltank
pokemon_name_Blissey,Blissey
pokemon_name_Raikou,Raikou
pokemon_name_Entei,Entei
pokemon_name_Suicune,Suicune
pokemon_name_Larvitar,Larvitar
pokemon_name_Pupitar,Pupitar
pokemon_name_Tyranitar,Tyranitar
pokemon_name_Lugia,Lugia
pokemon_name_Ho-oh,Ho-oh
pokemon_name_Celebi,Celebi
pokemon_name_Treecko,Treecko
pokemon_name_Grovyle,Grovyle
pokemon_name_Sceptile,Sceptile
pokemon_name_Torchic,Torchic
pokemon_name_Combusken,Combusken
pokemon_name_Blaziken,Blaziken
pokemon_name_Mudkip,Mudkip
pokemon_name_Marshtomp,Marshtomp
pokemon_name_Swampert,Swampert
pokemon_name_Poochyena,Poochyena
pokemon_name_Mightyena,Mightyena
pokemon_name_Zigzagoon,Zigzagoon
pokemon_name_Linoone,Linoone
pokemon_name_Wurmple,Wurmple
pokemon_name_Silcoon,Silcoon
pokemon_name_Beautifly,Beautifly
pokemon_name_Cascoon,Cascoon
pokemon_name_Dustox,Dustox
pokemon_name_Lotad,Lotad
pokemon_name_Lombre,Lombre
pokemon_name_Ludicolo,Ludicolo
pokemon_name_Seedot,Seedot
pokemon_name_Nuzleaf,Nuzleaf
pokemon_name_Shiftry,Shiftry
pokemon_name_Taillow,Taillow
pokemon_name_Swellow,Swellow
pokemon_name_Wingull,Wingull
pokemon_name_Pelipper,Pelipper
pokemon_name_Ralts,Ralts
pokemon_name_Kirlia,Kirlia
pokemon_name_Gardevoir,Gardevoir
pokemon_name_Surskit,Surskit
pokemon_name_Masquerain,Masquerain
pokemon_name_Shroomish,Shroomish
pokemon_name_Breloom,Breloom
pokemon_name_Slakoth,Slakoth
pokemon_name_Vigoroth,Vigoroth
pokemon_name_Slaking,Slaking
pokemon_name_Nincada,Nincada
pokemon_name_Ninjask,Ninjask
pokemon_name_Shedinja,Shedinja
pokemon_name_Whismur,Whismur
pokemon_name_Loudred,Loudred
pokemon_name_Exploud,Exploud
pokemon_name_Makuhita,Makuhita
pokemon_name_Hariyama,Hariyama
